              t                   y
     0.73046875       0.08961403867
       0.734375       0.09123458867
     0.73828125       0.09271594344
      0.7421875        0.0940558429
     0.74609375       0.09525224278
           0.75       0.09630331776
     0.75390625       0.09720746421
      0.7578125       0.09796330271
     0.76171875       0.09856968007
       0.765625       0.09902567117
     0.76953125       0.09933058029
      0.7734375       0.09948394225
     0.77734375       0.09948552306
        0.78125       0.09933532031
     0.78515625       0.09903356316
      0.7890625       0.09858071201
     0.79296875       0.09797745775
       0.796875       0.09722472076
     0.80078125       0.09632364949
      0.8046875       0.09527561867
     0.80859375       0.09408222729
         0.8125       0.09274529608
     0.81640625       0.09126686476
      0.8203125       0.08964918898
     0.82421875       0.08789473677
       0.828125        0.0860061849
     0.83203125       0.08398641469
      0.8359375       0.08183850768
     0.83984375       0.07956574089
        0.84375       0.07717158185
     0.84765625        0.0746596833
      0.8515625       0.07203387759
     0.85546875       0.06929817089
       0.859375       0.06645673701
     0.86328125        0.0635139111
      0.8671875       0.06047418297
     0.87109375       0.05734219029
          0.875        0.0541227115
     0.87890625       0.05082065851
      0.8828125        0.0474410692
     0.88671875       0.04398909978
       0.890625       0.04047001685
     0.89453125       0.03688918942
      0.8984375       0.03325208072
     0.90234375       0.02956423982
        0.90625        0.0258312932
     0.91015625       0.02205893617
      0.9140625       0.01825292416
     0.91796875       0.01441906394
       0.921875       0.01056320476
     0.92578125      0.006691229469
      0.9296875      0.002809045467
     0.93359375     -0.001077424253
         0.9375     -0.004962250164
     0.94140625     -0.008839505244
      0.9453125      -0.01270327402
     0.94921875      -0.01654766161
       0.953125      -0.02036680268
     0.95703125      -0.02415487043
      0.9609375      -0.02790608546
     0.96484375      -0.03161472459
        0.96875      -0.03527512961
     0.97265625      -0.03888171591
      0.9765625      -0.04242898095
     0.98046875      -0.04591151275
       0.984375      -0.04932399804
     0.98828125      -0.05266123045
      0.9921875      -0.05591811842
     0.99609375      -0.05908969295
              1      -0.06217111524
